years;Province_Code;Province_name;General_Total-Total;General_Total-Male;General_Total-Female;Illiterate-Total;Illiterate-Male;Illiterate-Female;_Literate_without_a_diploma-Total;_Literate_without_a_diploma-Male;_Literate_without_a_diploma-Female;Primary_school-Total;Primary_school-Male;Primary_school-Female;Primary_education-Total;Primary_education-Male;Primary_education-Female;Lower_secondary_school-Total;Lower_secondary_school-Male;Lower_secondary_school-Female;Upper_secondary_school-Total;Upper_secondary_school-Male;Upper_secondary_school-Female;Universities_and_other_higher_educational_institutions-Total;Universities_and_other_higher_educational_institutions-Male;Universities_and_other_higher_educational_institutions-Female;Master_(Including_5_or_6_Years_Faculties)-Total;Master_(Including_5_or_6_Years_Faculties)-Male;Master_(Including_5_or_6_Years_Faculties)-Female;Doctorate-Total;Doctorate-Male;Doctorate-Female;_Unknown-Total;_Unknown-Male;_Unknown-Female
2015;53;Rize;  263 637;  130 015;  133 622;  12 372;  1 276;  11 096;  16 380;  2 543;  13 837;  68 788;  29 435;  39 353;  37 247;  21 493;  15 754;  28 001;  16 764;  11 237;  63 027;  37 149;  25 878;  33 953;  19 121;  14 832;  2 030;  1 220;   810;   544;   368;   176;  1 295;   646;   649
2015;54;Sakarya;  732 459;  364 229;  368 230;  27 595;  3 991;  23 604;  26 350;  7 618;  18 732;  209 172;  84 730;  124 442;  114 683;  61 831;  52 852;  79 546;  46 915;  32 631;  173 349;  101 672;  71 677;  86 683;  48 838;  37 845;  6 063;  3 768;  2 295;  1 941;  1 299;   642;  7 077;  3 567;  3 510
2015;55;Samsun; 1 000 708;  488 751;  511 957;  34 230;  6 009;  28 221;  86 079;  24 728;  61 351;  287 456;  129 806;  157 650;  154 552;  84 926;  69 626;  97 358;  55 588;  41 770;  198 437;  109 631;  88 806;  127 547;  69 552;  57 995;  7 228;  4 209;  3 019;  2 347;  1 450;   897;  5 474;  2 852;  2 622
2015;56;Siirt;  201 777;  104 331;  97 446;  24 680;  4 302;  20 378;  24 262;  7 313;  16 949;  32 234;  15 366;  16 868;  43 798;  25 732;  18 066;  20 227;  12 437;  7 790;  33 109;  23 402;  9 707;  20 701;  14 261;  6 440;   824;   636;   188;   219;   163;   56;  1 723;   719;  1 004
2015;57;Sinop;  166 586;  81 947;  84 639;  9 418;  1 938;  7 480;  13 234;  4 277;  8 957;  56 726;  25 627;  31 099;  24 212;  13 415;  10 797;  14 163;  8 603;  5 560;  27 018;  15 626;  11 392;  19 350;  11 094;  8 256;   851;   522;   329;   282;   166;   116;  1 332;   679;   653
2015;58;Sivas;  478 292;  235 734;  242 558;  33 438;  5 130;  28 308;  26 467;  8 794;  17 673;  119 900;  51 282;  68 618;  69 379;  37 058;  32 321;  51 125;  30 140;  20 985;  107 805;  63 725;  44 080;  57 947;  33 652;  24 295;  2 887;  1 877;  1 010;  1 130;   723;   407;  8 214;  3 353;  4 861
2015;59;Tekirdağ;  734 953;  378 140;  356 813;  14 562;  2 783;  11 779;  31 024;  9 596;  21 428;  195 497;  82 774;  112 723;  130 862;  73 844;  57 018;  79 523;  45 294;  34 229;  177 323;  105 580;  71 743;  92 805;  50 898;  41 907;  5 591;  3 217;  2 374;  1 304;   799;   505;  6 462;  3 355;  3 107
2015;60;Tokat;  465 975;  228 533;  237 442;  17 520;  3 345;  14 175;  47 971;  15 054;  32 917;  136 491;  57 545;  78 946;  73 431;  39 043;  34 388;  47 388;  28 225;  19 163;  86 292;  51 056;  35 236;  51 380;  31 021;  20 359;  2 830;  1 870;   960;   865;   558;   307;  1 807;   816;   991
2015;61;Trabzon;  608 659;  298 327;  310 332;  34 140;  4 246;  29 894;  37 474;  9 116;  28 358;  144 689;  61 839;  82 850;  76 189;  42 375;  33 814;  61 758;  35 983;  25 775;  153 147;  87 561;  65 586;  89 270;  50 476;  38 794;  5 660;  3 390;  2 270;  2 177;  1 374;   803;  4 155;  1 967;  2 188
2015;62;Tunceli;  73 463;  41 605;  31 858;  5 730;  1 055;  4 675;  3 763;  1 294;  2 469;  14 116;  6 815;  7 301;  10 411;  7 625;  2 786;  5 530;  3 422;  2 108;  20 389;  13 155;  7 234;  12 116;  7 412;  4 704;   539;   325;   214;   116;   75;   41;   753;   427;   326
2015;63;Şanlıurfa; 1 124 854;  556 973;  567 881;  152 744;  24 401;  128 343;  183 154;  56 647;  126 507;  213 631;  110 578;  103 053;  223 981;  143 484;  80 497;  117 708;  73 541;  44 167;  134 418;  88 575;  45 843;  82 884;  52 267;  30 617;  3 889;  2 717;  1 172;  1 119;   776;   343;  11 326;  3 987;  7 339
2015;64;Uşak;  279 274;  137 457;  141 817;  8 088;  1 183;  6 905;  17 876;  4 468;  13 408;  83 845;  35 403;  48 442;  51 074;  28 634;  22 440;  27 468;  16 314;  11 154;  55 065;  31 116;  23 949;  32 111;  18 191;  13 920;  1 852;  1 110;   742;   529;   341;   188;  1 366;   697;   669
2015;65;Van;  694 499;  355 081;  339 418;  69 017;  12 447;  56 570;  114 900;  36 422;  78 478;  133 213;  68 037;  65 176;  142 511;  90 747;  51 764;  67 633;  40 448;  27 185;  99 669;  64 932;  34 737;  56 746;  36 900;  19 846;  2 916;  2 075;   841;   916;   667;   249;  6 978;  2 406;  4 572
2015;66;Yozgat;  320 645;  158 842;  161 803;  18 070;  3 143;  14 927;  20 127;  6 972;  13 155;  101 478;  42 430;  59 048;  47 970;  24 964;  23 006;  33 080;  19 915;  13 165;  60 712;  38 417;  22 295;  29 550;  18 199;  11 351;  1 528;  1 050;   478;   419;   278;   141;  7 711;  3 474;  4 237
2015;67;Zonguldak;  479 275;  234 812;  244 463;  32 590;  4 206;  28 384;  22 199;  5 330;  16 869;  140 976;  58 154;  82 822;  71 061;  42 556;  28 505;  46 474;  27 786;  18 688;  105 691;  63 988;  41 703;  54 304;  29 582;  24 722;  3 088;  1 784;  1 304;   862;   511;   351;  2 030;   915;  1 115
2015;68;Aksaray;  280 416;  138 006;  142 410;  16 716;  2 157;  14 559;  14 227;  4 524;  9 703;  85 357;  36 751;  48 606;  56 469;  30 796;  25 673;  28 646;  16 893;  11 753;  47 879;  28 892;  18 987;  26 269;  15 107;  11 162;  1 773;  1 195;   578;   526;   326;   200;  2 554;  1 365;  1 189
2015;69;Bayburt;  60 501;  30 666;  29 835;  3 949;   513;  3 436;  3 329;  1 113;  2 216;  15 482;  6 464;  9 018;  10 524;  5 099;  5 425;  5 807;  3 600;  2 207;  13 125;  8 409;  4 716;  7 202;  4 841;  2 361;   379;   264;   115;   111;   72;   39;   593;   291;   302
2015;70;Karaman;  185 321;  91 684;  93 637;  5 772;   971;  4 801;  7 749;  2 469;  5 280;  58 333;  24 033;  34 300;  36 229;  19 654;  16 575;  18 018;  10 321;  7 697;  34 904;  19 898;  15 006;  21 586;  12 719;  8 867;  1 136;   749;   387;   285;   187;   98;  1 309;   683;   626
2015;71;Kırıkkale;  214 567;  106 399;  108 168;  9 757;  1 081;  8 676;  9 081;  2 151;  6 930;  49 798;  17 645;  32 153;  28 514;  14 100;  14 414;  27 476;  15 911;  11 565;  59 901;  37 169;  22 732;  27 393;  16 728;  10 665;  1 605;  1 090;   515;   361;   243;   118;   681;   281;   400
2015;72;Batman;  358 510;  178 388;  180 122;  34 244;  6 030;  28 214;  40 736;  11 058;  29 678;  57 457;  25 119;  32 338;  74 782;  41 546;  33 236;  43 228;  25 472;  17 756;  62 754;  41 077;  21 677;  37 485;  24 217;  13 268;  1 685;  1 288;   397;   333;   233;   100;  5 806;  2 348;  3 458
2015;73;Şırnak;  295 421;  156 573;  138 848;  37 155;  6 041;  31 114;  37 099;  11 134;  25 965;  46 877;  24 853;  22 024;  65 262;  41 183;  24 079;  33 174;  19 729;  13 445;  43 310;  32 495;  10 815;  25 488;  17 714;  7 774;   910;   675;   235;   159;   116;   43;  5 987;  2 633;  3 354
2015;74;Bartın;  156 108;  76 290;  79 818;  9 061;  1 901;  7 160;  12 195;  2 910;  9 285;  46 318;  20 165;  26 153;  30 208;  17 152;  13 056;  12 650;  7 553;  5 097;  27 870;  16 335;  11 535;  15 739;  9 077;  6 662;   954;   618;   336;   250;   163;   87;   863;   416;   447
2015;75;Ardahan;  76 058;  39 204;  36 854;  6 507;  1 079;  5 428;  4 519;  1 766;  2 753;  21 964;  10 364;  11 600;  12 560;  7 143;  5 417;  7 662;  4 578;  3 084;  13 663;  8 851;  4 812;  7 345;  4 449;  2 896;   388;   260;   128;   118;   78;   40;  1 332;   636;   696
2015;76;Iğdır;  131 030;  67 502;  63 528;  13 522;  2 322;  11 200;  14 250;  5 855;  8 395;  25 321;  13 777;  11 544;  25 071;  15 141;  9 930;  13 805;  8 006;  5 799;  21 808;  12 814;  8 994;  13 391;  7 566;  5 825;   679;   434;   245;   137;   98;   39;  3 046;  1 489;  1 557
2015;77;Yalova;  181 259;  89 667;  91 592;  4 838;   751;  4 087;  6 556;  1 774;  4 782;  44 378;  17 772;  26 606;  23 471;  13 154;  10 317;  21 789;  12 212;  9 577;  46 101;  25 043;  21 058;  28 008;  15 642;  12 366;  2 128;  1 270;   858;   389;   261;   128;  3 601;  1 788;  1 813
2015;78;Karabük;  194 569;  97 334;  97 235;  11 621;  1 770;  9 851;  8 599;  2 300;  6 299;  49 744;  20 520;  29 224;  25 361;  14 048;  11 313;  18 771;  11 523;  7 248;  51 258;  29 803;  21 455;  26 479;  15 675;  10 804;  1 663;  1 059;   604;   521;   376;   145;   552;   260;   292
2015;79;Kilis;  92 163;  45 662;  46 501;  5 578;  1 126;  4 452;  6 514;  1 961;  4 553;  20 693;  9 650;  11 043;  21 193;  10 887;  10 306;  9 968;  5 944;  4 024;  17 654;  9 633;  8 021;  9 395;  5 797;  3 598;   464;   316;   148;   161;   113;   48;   543;   235;   308
2015;80;Osmaniye;  370 534;  185 885;  184 649;  25 410;  4 221;  21 189;  15 753;  5 309;  10 444;  85 488;  35 741;  49 747;  59 410;  33 433;  25 977;  48 089;  28 318;  19 771;  82 486;  48 020;  34 466;  46 725;  27 122;  19 603;  1 856;  1 257;   599;   338;   201;   137;  4 979;  2 263;  2 716
2015;81;Düzce;  280 714;  140 574;  140 140;  11 751;  1 782;  9 969;  14 699;  3 690;  11 009;  76 241;  31 906;  44 335;  49 366;  27 855;  21 511;  28 330;  16 569;  11 761;  63 011;  37 909;  25 102;  32 740;  18 281;  14 459;  1 787;  1 090;   697;   615;   418;   197;  2 174;  1 074;  1 100
2016;1;Adana; 1 633 530;  810 100;  823 430;  77 621;  12 322;  65 299;  94 447;  27 775;  66 672;  368 770;  156 584;  212 186;  226 354;  137 077;  89 277;  219 194;  121 999;  97 195;  391 199;  216 075;  175 124;  228 824;  123 554;  105 270;  13 699;  7 785;  5 914;  3 398;  1 978;  1 420;  10 024;  4 951;  5 073
2016;2;Adıyaman;  430 073;  215 222;  214 851;  36 735;  6 101;  30 634;  25 025;  8 548;  16 477;  91 956;  39 499;  52 457;  71 055;  39 953;  31 102;  60 942;  35 292;  25 650;  87 766;  51 806;  35 960;  52 147;  31 263;  20 884;  2 137;  1 558;   579;   536;   360;   176;  1 774;   842;   932
2016;3;Afyonkarahisar;  548 549;  269 230;  279 319;  19 002;  2 193;  16 809;  27 525;  6 519;  21 006;  174 403;  69 519;  104 884;  84 435;  46 947;  37 488;  65 357;  38 577;  26 780;  111 319;  66 321;  44 998;  59 222;  34 929;  24 293;  3 601;  2 211;  1 390;  1 027;   680;   347;  2 658;  1 334;  1 324
2016;4;Ağrı;  341 751;  178 571;  163 180;  36 834;  6 129;  30 705;  56 111;  20 722;  35 389;  74 748;  39 592;  35 156;  51 812;  36 081;  15 731;  44 408;  26 760;  17 648;  43 746;  29 295;  14 451;  26 473;  16 488;  9 985;   916;   655;   261;   282;   183;   99;  6 421;  2 666;  3 755
2016;5;Amasya;  261 850;  128 350;  133 500;  10 531;  1 797;  8 734;  13 897;  3 924;  9 973;  76 427;  31 266;  45 161;  31 736;  16 697;  15 039;  32 756;  17 934;  14 822;  58 115;  33 848;  24 267;  35 347;  21 158;  14 189;  1 716;  1 070;   646;   346;   202;   144;   979;   454;   525
2016;6;Ankara; 4 155 411; 2 044 087; 2 111 324;  101 182;  12 701;  88 481;  101 915;  23 052;  78 863;  775 462;  289 832;  485 630;  424 037;  240 071;  183 966;  519 435;  283 759;  235 676; 1 143 608;  613 560;  530 048;  916 477;  486 360;  430 117;  106 026;  59 736;  46 290;  30 744;  17 530;  13 214;  36 525;  17 486;  19 039
2016;7;Antalya; 1 758 680;  890 616;  868 064;  25 584;  4 023;  21 561;  78 608;  18 711;  59 897;  429 293;  188 089;  241 204;  244 825;  141 369;  103 456;  220 225;  122 868;  97 357;  428 276;  238 784;  189 492;  290 689;  154 733;  135 956;  16 540;  9 299;  7 241;  4 033;  2 420;  1 613;  20 607;  10 320;  10 287
2016;8;Artvin;  138 792;  69 779;  69 013;  5 897;   873;  5 024;  6 837;  1 582;  5 255;  34 868;  12 961;  21 907;  15 079;  9 050;  6 029;  18 138;  10 196;  7 942;  36 580;  22 494;  14 086;  19 793;  11 730;  8 063;   885;   560;   325;   237;   155;   82;   478;   178;   300
2016;9;Aydın;  855 506;  424 261;  431 245;  21 442;  3 521;  17 921;  48 398;  12 787;  35 611;  256 837;  115 431;  141 406;  119 400;  70 183;  49 217;  95 363;  52 927;  42 436;  178 505;  95 728;  82 777;  120 627;  65 608;  55 019;  6 499;  3 634;  2 865;  1 818;  1 082;   736;  6 617;  3 360;  3 257
2016;10;Balıkesir;  985 252;  488 603;  496 649;  26 448;  5 106;  21 342;  48 822;  15 359;  33 463;  312 262;  129 794;  182 468;  112 905;  65 520;  47 385;  111 446;  61 669;  49 777;  216 706;  121 986;  94 720;  140 963;  80 343;  60 620;  7 155;  4 311;  2 844;  1 717;  1 069;   648;  6 828;  3 446;  3 382
2016;11;Bilecik;  175 150;  92 059;  83 091;  4 185;   708;  3 477;  4 536;  1 498;  3 038;  49 078;  19 246;  29 832;  24 580;  15 099;  9 481;  20 992;  12 059;  8 933;  46 024;  27 936;  18 088;  23 668;  14 248;  9 420;  1 265;   779;   486;   266;   160;   106;   556;   326;   230
2016;12;Bingöl;  194 940;  99 372;  95 568;  18 252;  3 364;  14 888;  18 922;  5 660;  13 262;  36 976;  16 499;  20 477;  32 546;  19 192;  13 354;  23 600;  13 713;  9 887;  39 798;  24 936;  14 862;  22 489;  14 593;  7 896;   985;   720;   265;   234;   173;   61;  1 138;   522;   616
2016;13;Bitlis;  224 151;  116 543;  107 608;  20 018;  3 257;  16 761;  27 507;  7 631;  19 876;  42 942;  19 680;  23 262;  39 060;  23 206;  15 854;  30 362;  18 969;  11 393;  38 572;  26 742;  11 830;  23 512;  15 963;  7 549;   864;   647;   217;   185;   115;   70;  1 129;   333;   796
2016;14;Bolu;  242 566;  118 950;  123 616;  9 693;  1 486;  8 207;  9 665;  2 847;  6 818;  66 407;  27 387;  39 020;  28 221;  14 751;  13 470;  25 526;  14 337;  11 189;  64 691;  36 565;  28 126;  34 201;  19 168;  15 033;  2 245;  1 339;   906;   837;   519;   318;  1 080;   551;   529
2016;15;Burdur;  212 987;  104 994;  107 993;  6 810;   990;  5 820;  9 633;  2 061;  7 572;  68 681;  29 612;  39 069;  25 355;  14 412;  10 943;  24 551;  13 807;  10 744;  46 851;  26 224;  20 627;  28 064;  16 110;  11 954;  1 534;   988;   546;   466;   291;   175;  1 042;   499;   543
2016;16;Bursa; 2 237 380; 1 113 016; 1 124 364;  70 530;  10 654;  59 876;  72 899;  20 049;  52 850;  545 702;  215 412;  330 290;  325 804;  182 455;  143 349;  302 854;  165 736;  137 118;  548 741;  317 160;  231 581;  330 910;  179 692;  151 218;  19 989;  11 552;  8 437;  4 425;  2 653;  1 772;  15 526;  7 653;  7 873
2016;17;Çanakkale;  432 655;  216 894;  215 761;  7 726;  1 703;  6 023;  22 213;  7 691;  14 522;  141 346;  59 520;  81 826;  45 635;  27 715;  17 920;  44 908;  24 526;  20 382;  97 580;  54 564;  43 016;  66 077;  37 135;  28 942;  4 344;  2 431;  1 913;  1 295;   811;   484;  1 531;   798;   733
2016;18;Çankırı;  147 015;  72 884;  74 131;  8 128;  1 308;  6 820;  7 617;  2 200;  5 417;  42 858;  17 874;  24 984;  18 990;  10 222;  8 768;  17 295;  10 148;  7 147;  33 256;  19 775;  13 481;  16 686;  10 040;  6 646;  1 048;   688;   360;   276;   185;   91;   861;   444;   417
2016;19;Çorum;  415 439;  203 895;  211 544;  25 031;  4 911;  20 120;  31 228;  9 813;  21 415;  122 316;  53 523;  68 793;  59 921;  33 167;  26 754;  49 106;  27 710;  21 396;  77 001;  44 827;  32 174;  45 478;  26 902;  18 576;  2 370;  1 533;   837;   529;   318;   211;  2 459;  1 191;  1 268
2016;20;Denizli;  793 136;  391 266;  401 870;  14 650;  2 191;  12 459;  40 958;  8 465;  32 493;  226 842;  100 331;  126 511;  115 463;  65 300;  50 163;  94 832;  52 461;  42 371;  179 293;  97 379;  81 914;  108 828;  58 367;  50 461;  6 203;  3 548;  2 655;  1 836;  1 107;   729;  4 231;  2 117;  2 114
2016;21;Diyarbakır; 1 103 358;  552 335;  551 023;  115 094;  19 951;  95 143;  155 952;  46 012;  109 940;  181 620;  92 946;  88 674;  181 847;  111 950;  69 897;  142 093;  83 292;  58 801;  191 806;  117 345;  74 461;  124 481;  74 626;  49 855;  5 375;  3 693;  1 682;  1 483;  1 083;   400;  3 607;  1 437;  2 170
2016;22;Edirne;  337 508;  171 011;  166 497;  11 052;  2 416;  8 636;  15 874;  5 500;  10 374;  106 133;  47 032;  59 101;  37 166;  22 280;  14 886;  36 242;  20 593;  15 649;  79 146;  44 784;  34 362;  46 168;  25 308;  20 860;  3 204;  1 730;  1 474;  1 185;   679;   506;  1 338;   689;   649
2016;23;Elazığ;  444 642;  218 741;  225 901;  23 632;  4 736;  18 896;  41 350;  7 861;  33 489;  89 077;  32 852;  56 225;  56 010;  32 290;  23 720;  57 011;  33 422;  23 589;  107 095;  65 612;  41 483;  61 932;  36 888;  25 044;  4 326;  2 741;  1 585;  1 559;  1 075;   484;  2 650;  1 264;  1 386
2016;24;Erzincan;  177 996;  89 463;  88 533;  12 183;  1 890;  10 293;  8 183;  2 484;  5 699;  39 453;  16 673;  22 780;  21 867;  12 332;  9 535;  21 354;  12 180;  9 174;  44 808;  26 122;  18 686;  26 608;  15 678;  10 930;  1 617;  1 096;   521;   431;   307;   124;  1 492;   701;   791
2016;25;Erzurum;  555 056;  274 997;  280 059;  40 849;  6 224;  34 625;  37 716;  11 416;  26 300;  129 285;  51 401;  77 884;  73 506;  41 387;  32 119;  68 554;  41 266;  27 288;  124 268;  75 525;  48 743;  68 729;  41 355;  27 374;  4 728;  2 935;  1 793;  2 123;  1 454;   669;  5 298;  2 034;  3 264
2016;26;Eskişehir;  684 678;  339 053;  345 625;  15 894;  2 129;  13 765;  16 388;  3 864;  12 524;  163 824;  59 696;  104 128;  70 256;  37 354;  32 902;  80 397;  44 172;  36 225;  195 867;  114 907;  80 960;  122 028;  66 323;  55 705;  10 137;  5 477;  4 660;  3 652;  2 049;  1 603;  6 235;  3 082;  3 153
2016;27;Gaziantep; 1 309 353;  657 374;  651 979;  66 059;  7 801;  58 258;  85 243;  24 580;  60 663;  309 309;  127 868;  181 441;  276 095;  167 641;  108 454;  179 558;  104 880;  74 678;  233 823;  134 493;  99 330;  138 923;  79 045;  59 878;  8 476;  5 444;  3 032;  1 991;  1 241;   750;  9 876;  4 381;  5 495
2016;28;Giresun;  364 182;  179 145;  185 037;  21 787;  3 496;  18 291;  34 372;  7 944;  26 428;  88 939;  43 861;  45 078;  40 265;  22 402;  17 863;  44 759;  25 474;  19 285;  82 497;  46 731;  35 766;  46 022;  26 112;  19 910;  2 182;  1 370;   812;   602;   357;   245;  2 757;  1 398;  1 359
2016;29;Gümüşhane;  136 238;  69 193;  67 045;  6 192;   867;  5 325;  8 610;  2 868;  5 742;  29 653;  12 608;  17 045;  16 122;  8 403;  7 719;  14 896;  8 705;  6 191;  34 521;  20 825;  13 696;  16 985;  9 920;  7 065;   797;   527;   270;   279;   205;   74;  8 183;  4 265;  3 918
2016;30;Hakkari;  181 739;  98 543;  83 196;  17 280;  3 348;  13 932;  19 759;  6 086;  13 673;  26 451;  12 574;  13 877;  33 781;  21 439;  12 342;  23 070;  13 011;  10 059;  38 445;  26 591;  11 854;  19 771;  13 994;  5 777;   558;   434;   124;   77;   46;   31;  2 547;  1 020;  1 527
2016;31;Hatay; 1 108 691;  552 170;  556 521;  32 007;  6 731;  25 276;  90 880;  20 551;  70 329;  295 596;  135 996;  159 600;  170 235;  96 613;  73 622;  150 320;  83 994;  66 326;  217 349;  121 762;  95 587;  134 168;  76 141;  58 027;  5 940;  3 690;  2 250;  1 425;   882;   543;  10 771;  5 810;  4 961
2016;32;Isparta;  340 952;  168 049;  172 903;  10 869;  1 555;  9 314;  12 656;  2 894;  9 762;  91 103;  37 308;  53 795;  37 462;  20 541;  16 921;  38 776;  21 468;  17 308;  90 133;  49 916;  40 217;  52 585;  30 136;  22 449;  3 815;  2 252;  1 563;  1 487;  1 002;   485;  2 066;   977;  1 089
2016;33;Mersin; 1 336 742;  660 568;  676 174;  37 816;  6 338;  31 478;  88 319;  23 361;  64 958;  344 098;  149 042;  195 056;  181 591;  106 087;  75 504;  172 179;  95 290;  76 889;  301 183;  165 986;  135 197;  191 370;  103 530;  87 840;  9 629;  5 575;  4 054;  2 080;  1 192;   888;  8 477;  4 167;  4 310
2016;34;İstanbul; 11 283 522; 5 629 478; 5 654 044;  295 907;  42 182;  253 725;  391 739;  116 055;  275 684; 2 408 513; 1 011 317; 1 397 196; 1 585 018;  928 275;  656 743; 1 444 496;  799 470;  645 026; 2 736 106; 1 485 005; 1 251 101; 2 038 763; 1 040 220;  998 543;  215 932;  118 464;  97 468;  44 803;  25 569;  19 234;  122 245;  62 921;  59 324
2016;35;İzmir; 3 398 503; 1 682 638; 1 715 865;  62 403;  10 582;  51 821;  146 762;  37 617;  109 145;  842 175;  356 166;  486 009;  425 484;  256 196;  169 288;  406 458;  221 861;  184 597;  826 910;  444 700;  382 210;  608 212;  313 333;  294 879;  46 448;  24 190;  22 258;  13 164;  7 202;  5 962;  20 487;  10 791;  9 696
2016;36;Kars;  206 485;  107 666;  98 819;  16 887;  2 659;  14 228;  14 568;  5 155;  9 413;  48 059;  22 770;  25 289;  35 531;  22 643;  12 888;  27 261;  15 993;  11 268;  37 472;  23 122;  14 350;  22 072;  12 976;  9 096;  1 001;   594;   407;   417;   281;   136;  3 217;  1 473;  1 744
2016;37;Kastamonu;  309 483;  153 055;  156 428;  21 955;  3 867;  18 088;  21 866;  6 241;  15 625;  96 248;  43 411;  52 837;  38 550;  21 575;  16 975;  31 484;  18 649;  12 835;  61 334;  37 168;  24 166;  34 434;  20 092;  14 342;  1 888;  1 144;   744;   488;   312;   176;  1 236;   596;   640
2016;38;Kayseri; 1 009 212;  501 173;  508 039;  34 054;  4 003;  30 051;  42 023;  9 324;  32 699;  248 257;  97 539;  150 718;  145 625;  84 887;  60 738;  130 491;  73 977;  56 514;  243 114;  138 391;  104 723;  143 926;  81 637;  62 289;  9 688;  5 645;  4 043;  2 652;  1 659;   993;  9 382;  4 111;  5 271
2016;39;Kırklareli;  295 566;  150 284;  145 282;  7 177;  1 351;  5 826;  9 246;  3 149;  6 097;  85 609;  36 865;  48 744;  38 550;  22 416;  16 134;  33 946;  18 728;  15 218;  76 268;  42 908;  33 360;  40 711;  22 596;  18 115;  2 211;  1 266;   945;   409;   272;   137;  1 439;   733;   706
2016;40;Kırşehir;  181 037;  89 775;  91 262;  7 866;   929;  6 937;  8 810;  2 263;  6 547;  45 653;  18 159;  27 494;  20 794;  11 752;  9 042;  23 444;  12 908;  10 536;  45 866;  26 408;  19 458;  25 581;  15 548;  10 033;  1 412;   919;   493;   408;   275;   133;  1 203;   614;   589
